"member_i","religion_i","member_j","religion_j","similarity"
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Pete Stark","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Mike Thompson","Catholic","George Miller","Catholic",1
"Maxine Waters","Protestant","George Miller","Catholic",0
"Maxine Waters","Protestant","George Miller","Catholic",0
"Maxine Waters","Protestant","George Miller","Catholic",0
"Maxine Waters","Protestant","George Miller","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Maxine Waters","Protestant","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Henry A. Waxman","Jewish","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Grace F. Napolitano","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Devin Nunes","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Nancy Pelosi","Catholic",0
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Lynn Woolsey","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Laura  Richardson","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Dana Rohrabacher","Protestant",1
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Lucille Roybal-Allard","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
"Mike Coffman","Protestant","Edward R. Royce","Catholic",0
